Sequence,Time,CampaignId,Kind,Action,Price,Volume,Filled,Raw,Allowed,Reasons,IntentId,Curve,Kappa,Policy,PendingIncrease,PendingReduce,Regime,Equity,Drawdown,Fees,MaximumVolume,Turnover,ExitReason,Ready,Quality,BrokerId,Side,IsLimit,OrderState,OrderFilled,OrderRemaining,SlippagePrice
"1","2026-09-25T00:00:02.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"2","2026-09-25T00:00:02.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"3","2026-09-25T00:00:03.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"4","2026-09-25T00:00:03.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"5","2026-09-25T00:00:04.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"6","2026-09-25T00:00:04.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"7","2026-09-25T00:00:05.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"8","2026-09-25T00:00:05.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"9","2026-09-25T00:00:06.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"10","2026-09-25T00:00:06.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"11","2026-09-25T00:00:07.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"12","2026-09-25T00:00:07.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"13","2026-09-25T00:00:08.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"14","2026-09-25T00:00:08.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"15","2026-09-25T00:00:09.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"16","2026-09-25T00:00:09.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"17","2026-09-25T00:00:10.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"18","2026-09-25T00:00:10.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"19","2026-09-25T00:00:11.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"20","2026-09-25T00:00:11.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"21","2026-09-25T00:00:12.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"22","2026-09-25T00:00:12.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"23","2026-09-25T00:00:13.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"24","2026-09-25T00:00:13.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"25","2026-09-25T00:00:14.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"26","2026-09-25T00:00:14.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"27","2026-09-25T00:00:15.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"28","2026-09-25T00:00:15.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"29","2026-09-25T00:00:16.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"30","2026-09-25T00:00:16.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"31","2026-09-25T00:00:17.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"32","2026-09-25T00:00:17.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"33","2026-09-25T00:00:18.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"34","2026-09-25T00:00:18.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"35","2026-09-25T00:00:19.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"36","2026-09-25T00:00:19.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"37","2026-09-25T00:00:20.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"38","2026-09-25T00:00:20.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"39","2026-09-25T00:00:21.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"40","2026-09-25T00:00:21.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"41","2026-09-25T00:00:22.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"42","2026-09-25T00:00:22.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"43","2026-09-25T00:00:23.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"44","2026-09-25T00:00:23.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"45","2026-09-25T00:00:24.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"46","2026-09-25T00:00:24.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"47","2026-09-25T00:00:25.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"48","2026-09-25T00:00:25.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"49","2026-09-25T00:00:26.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"50","2026-09-25T00:00:26.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"51","2026-09-25T00:00:27.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"52","2026-09-25T00:00:27.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"53","2026-09-25T00:00:28.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"54","2026-09-25T00:00:28.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"55","2026-09-25T00:00:29.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"56","2026-09-25T00:00:29.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"57","2026-09-25T00:00:30.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"58","2026-09-25T00:00:30.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"59","2026-09-25T00:00:31.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"60","2026-09-25T00:00:31.0000000","S01","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"61","2026-09-25T00:00:32.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"62","2026-09-25T00:00:32.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"63","2026-09-25T00:00:33.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"64","2026-09-25T00:00:33.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"65","2026-09-25T00:00:34.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"66","2026-09-25T00:00:34.0000000","S01","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"67","2026-09-25T00:00:35.0000000","S01","Decision","InitialEntry","100","10","0","0","0","INITIAL_ENTRY","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"67","2026-09-25T00:00:35.0000000","S01","Intent","InitialEntry","100","10","0","0","0","PREPARED_BEFORE_SEND","S01/67","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","","Buy","False","Prepared","0","10",""
"68","2026-09-25T00:00:35.0000000","S01","Order","Working","0","0","0","0","0","ORDER_UPDATE","S01/67","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","0","Buy","False","Working","0","10",""
"69","2026-09-25T00:00:35.0000000","S01","Decision","Wait","100","0","0","0","0","PENDING_ORDER","","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"70","2026-09-25T00:00:35.0000000","S01","Fill","FILL","100","10","10","0","0","ACTUAL_FILL","S01/67","0","0","10","0","0","Normal","0","0","0","10","10","","True","OK","0","Buy","False","Filled","10","0","0"
"71","2026-09-25T00:00:35.0000000","S01","Order","Filled","0","10","10","0","0","ORDER_UPDATE","S01/67","0","0","10","0","0","Normal","0","0","0","10","10","","True","OK","0","Buy","False","Filled","10","0",""
"72","2026-09-25T00:00:36.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"73","2026-09-25T00:00:36.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"74","2026-09-25T00:00:37.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"75","2026-09-25T00:00:37.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"76","2026-09-25T00:00:38.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"77","2026-09-25T00:00:38.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"78","2026-09-25T00:00:39.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"79","2026-09-25T00:00:39.0000000","S01","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
